text,true_label,predicted_label
they voted in favor of the cloture vote to end debate on the obama care de-funding bill.,1,1
tim scott is a true american and i'm proud to have him represent sc in washington.,1,1
"so been a partisan, be a patriot!",1,1
congress needs to uphold the constitution and the laws that are already written.,1,0
cut taxes!,1,1
no.. he should be impeached and tried for treason!!,1,1
remember your oath to protect & defend the constitution.... that does not mean compromise...... a no vote is not good enough.,1,0
you have not stopped obama from anything and we will be defeated from within.,1,0
you are so right tom mcclintock,1,1
outstanding tom.,1,0
rubio too!,1,1
"make it a tiered flat tax of 3% for anyone making under 30k, 5% for anyone making under 50k, 10% for anyone making under 100k and 18% for 100k plus with no deductions and no exemptions.",1,1
rand paul i hope you do not turn on the american people.,1,1
"bush, mccain, and romney are not conservatives either.",1,1
"keep focused on what god has called you to do, let him take care of the other fella!",1,0
"boehner has denied conference with the senate 18 times since may, more out right lies from the anti christ party of no.",1,1
"we took god out of our schools, our government and you wonder why we are in such a state.",1,1
"gowdy says that since obama has already decided to overturn the standing law on illegal immigrants, effectively declaring that the law no longer applies to them without any congressional backing, then what is to stop him from failing to enforce election laws?",1,1
marco you are drinking the koolaid if you think your fellow republicans intend to do anything except whitewash this sordid chapter in the demise of our country.,1,1
they can see the senate comes together to show o that he does not have all the power and that checks and balance does work.,1,0
"al qaeda, no matter how loud & hard mccain stomps his limbs during his tantrum while calling anyone that apposes his view a liar - has infiltrated the military.",1,1
"by the way, tom, you keep saying how you have been in public office for 20 plus years, how about fixing something instead of complaining.",1,1
when the rnc lines up the money and you are told how to vote our vote?,1,1
"none, absolutely none will get my vote next time!",1,1
betsy devos will not be a qualified secretary of education.,1,1
aca-obamacare can be defunded without senate approval.,1,1
yes and bring up his record with benghazi.,1,1
and ted cruz reading dr. seuss was not a publicity stunt???,1,1
how about you stand up and have a spine once all you spineless republicans.,1,0
"come on, we have basis for impeachment & sueing him http: / / a4cgr.wordpress.com /... / federal-immigration... / federal immigration & nationality act section 8 usc 1324 (a) (1) (a) (iv) (b) (iii) a4cgr.wordpress.com via email..... this is the tool that can be used to go after employers and gover... see more",1,1
"marco, we are behind you, for we have already seen what charlie will do when he supported the mega spending bill, but we need understanding in what happened at the debate.",1,1
he will veto everything just for spite.,1,1
is bob goodlatte sitting on a pile of impeachment bills like harry reid did?,1,1
the government is doing something?,1,0
"i have the same issue with mexico as with cuba, so no, i would not believe in relaxed trade agreements with cuba until they ""play fair"".",1,1
lincoln was a self serving politician who trampled the constitution.,1,0
the govt should stay out of it.,1,1
"honestly sir, have you no sense of shame?",1,0
"obama is worse then carter, truman, and johnson combined.",1,0
america's children deserve much better than devos.,1,0
"off topic, but i see here that you have not committed to oppose cloture.",1,1
the people of this country are tired of how washington is ruining this country and running it into the ground.,1,0
all the liberals want to do is tax tax tax....,1,0
"i want all the democrats who threatened the irs to do this to be impeached and thrown out of office, but demos never resign, only republicans.",1,1
i love it that the republican party is being put in their place.,1,1
had you unified republican support months ago it wouldn't be this bad.,1,1
and by the way a balanced budget amendment to go with it for those ten years!,1,1
ok rand.,1,1
mccain never would have let this get so out of control as it is now.,1,1
it is pitiful that pelosy & reid have already said the bill is doa.,1,0
"i think there is plenty enough things to choose from to begin impeachment proceedings against this guy, when are you gonna start the process?",1,0
and reagan did?,1,1
"i disagree with president ford's granting of amnesty to nixon before he was even convicted of a crime and think that went a little too far, but at the end of every presidential term presidents grant amnesty to convicted criminals.",1,0
marco educate yourself and speak truthfully.,1,1
"patrick mulloy as for fred and the mandate your (pm) ""what percent of the eligible population of voters cast a vote for obama?",1,1
he is a straight up constitutionalist / small government man.,1,1
